ID Cliente,Nome,Sobrenome,Sexo,Idade,Regiao,Classificacao,Data Cadastro,Saldo
100000133,Ruth,Bower,Feminino,38,São Paulo,Alto,02.Apr.16,40456.97
100000134,Owen,Powell,Masculino,34,São Paulo,Médio,02.Apr.16,44744.24
100000135,Piers,King,Masculino,42,São Paulo,Alto,02.Apr.16,56652.56
100000136,Christopher,Mackenzie,Masculino,26,São Paulo,Alto,02.Apr.16,12994.18
100000137,Sarah,Wallace,Feminino,43,São Paulo,Alto,02.Apr.16,42207.46
100000138,Richard,Hemmings,Masculino,37,São Paulo,Alto,02.Apr.16,10704.25
100000139,Nicola,Rampling,Feminino,40,São Paulo,Alto,02.Apr.16,57140.07
200000140,Keith,Harris,Masculino,57,Rio de Janeiro,Médio,02.Apr.16,40510.36
100000141,Angela,Wright,Feminino,45,São Paulo,Alto,03.Apr.16,36584.21
100000142,Sam,Russell,Masculino,23,São Paulo,Alto,03.Apr.16,10249.56
100000143,Luke,Ball,Masculino,45,São Paulo,Baixo,03.Apr.16,40379.31
100000144,Sean,Bell,Masculino,26,São Paulo,Alto,03.Apr.16,4539.24
100000145,Steven,Ball,Masculino,37,São Paulo,Alto,04.Apr.16,89120.92
100000146,Andrew,Gray,Masculino,41,São Paulo,Alto,05.Apr.16,51707.8
100000147,Jacob,Metcalfe,Masculino,33,São Paulo,Alto,05.Apr.16,4940.82
100000148,Madeleine,Ogden,Feminino,37,São Paulo,Alto,05.Apr.16,48405.93
100000149,Dylan,Davies,Masculino,33,São Paulo,Alto,05.Apr.16,32467.1
100000150,Michelle,Lee,Feminino,29,São Paulo,Alto,05.Apr.16,4020.51
100000151,Connor,Grant,Masculino,33,São Paulo,Alto,05.Apr.16,5160.27
100000152,Justin,Metcalfe,Masculino,32,São Paulo,Alto,05.Apr.16,51576.88
100000153,Elizabeth,Oliver,Feminino,36,São Paulo,Alto,05.Apr.16,57019.91
100000154,Kevin,Powell,Masculino,46,São Paulo,Alto,05.Apr.16,57365.32
100000155,Tim,Arnold,Masculino,33,São Paulo,Médio,05.Apr.16,1455.6
100000156,Charles,Roberts,Masculino,24,São Paulo,Baixo,05.Apr.16,36256.2
100000157,Anthony,Cornish,Masculino,32,São Paulo,Alto,05.Apr.16,24927.39
100000158,Michael,Powell,Masculino,26,São Paulo,Alto,05.Apr.16,1009.69
100000159,Lucas,Lawrence,Masculino,30,São Paulo,Alto,05.Apr.16,21871.43
100000160,Alexander,Walker,Masculino,38,São Paulo,Alto,05.Apr.16,7602.94
100000161,Diana,Powell,Feminino,42,São Paulo,Alto,05.Apr.16,2337
100000162,Emma,Peters,Feminino,36,São Paulo,Baixo,05.Apr.16,61541.83
100000163,Amanda,Morgan,Feminino,39,São Paulo,Alto,05.Apr.16,4120.66
200000164,Claire,Walsh,Feminino,59,Rio de Janeiro,Baixo,05.Apr.16,67524.87
200000165,Paul,Harris,Masculino,52,Rio de Janeiro,Médio,05.Apr.16,4371.98
200000166,William,Mitchell,Masculino,51,Rio de Janeiro,Médio,05.Apr.16,10229.63
300000167,Cameron,Ross,Masculino,24,Belo Horizonte,Médio,05.Apr.16,19064.65
300000168,Pippa,Wilson,Feminino,30,Belo Horizonte,Alto,05.Apr.16,30846.82
100000169,Blake,Mills,Masculino,39,São Paulo,Médio,06.Apr.16,71396.66
100000170,Natalie,Morrison,Feminino,32,São Paulo,Baixo,06.Apr.16,3290.79
100000171,John,Hughes,Masculino,38,São Paulo,Alto,06.Apr.16,13181.22
100000172,Nicholas,Greene,Masculino,42,São Paulo,Médio,06.Apr.16,62923.29
100000173,Hannah,Thomson,Feminino,26,São Paulo,Alto,06.Apr.16,93353.93
100000174,Penelope,Glover,Feminino,31,São Paulo,Alto,06.Apr.16,46078.71
100000175,Max,Stewart,Masculino,31,São Paulo,Alto,06.Apr.16,15986.62
100000176,Wendy,Gill,Feminino,25,São Paulo,Alto,06.Apr.16,27384.85
100000177,Thomas,Bailey,Masculino,35,São Paulo,Alto,06.Apr.16,70349.32
100000178,Dan,Piper,Masculino,33,São Paulo,Médio,06.Apr.16,60748.04
100000179,Dan,Metcalfe,Masculino,24,São Paulo,Médio,06.Apr.16,52862.29
400000180,Eric,Bower,Masculino,29,Vitória,Médio,06.Apr.16,20516.51
100000181,Mary,Watson,Feminino,32,São Paulo,Alto,07.Apr.16,99806.54
100000182,Austin,Ball,Masculino,36,São Paulo,Alto,07.Apr.16,21236.23
100000183,Christian,Piper,Masculino,31,São Paulo,Alto,07.Apr.16,115312.87
100000184,Peter,McGrath,Masculino,33,São Paulo,Baixo,07.Apr.16,80564.87
100000185,Cameron,Short,Masculino,40,São Paulo,Baixo,07.Apr.16,21351.4
200000186,Sue,Ellison,Feminino,51,Rio de Janeiro,Baixo,07.Apr.16,58953.83
100000187,Emma,Parr,Feminino,46,São Paulo,Alto,08.Apr.16,40685.39
100000188,Pippa,Mathis,Feminino,29,São Paulo,Alto,08.Apr.16,22659.88
100000189,Wendy,Morrison,Feminino,40,São Paulo,Alto,08.Apr.16,9431.04
100000190,Vanessa,Avery,Feminino,25,São Paulo,Baixo,08.Apr.16,58714.66
200000191,Jason,Fisher,Masculino,51,Rio de Janeiro,Médio,08.Apr.16,1239.6
100000192,Oliver,Blake,Masculino,39,São Paulo,Alto,09.Apr.16,48396.17
100000193,Jane,Wright,Feminino,44,São Paulo,Baixo,10.Apr.16,12283.3
100000194,James,McGrath,Masculino,40,São Paulo,Alto,10.Apr.16,29331.41
100000195,Amanda,Young,Feminino,35,São Paulo,Alto,10.Apr.16,16390.11
100000196,Jennifer,Slater,Feminino,32,São Paulo,Alto,10.Apr.16,87203.66
100000197,Blake,Ross,Masculino,38,São Paulo,Médio,11.Apr.16,3141.6
100000198,Tim,North,Masculino,29,São Paulo,Alto,11.Apr.16,2299.26
100000199,Jasmine,Terry,Feminino,31,São Paulo,Médio,11.Apr.16,44162.06
100000200,Karen,Mackenzie,Feminino,47,São Paulo,Alto,11.Apr.16,90868.86
100000201,Oliver,Dickens,Masculino,34,São Paulo,Baixo,12.Apr.16,37985.16
100000202,Fiona,Underwood,Feminino,37,São Paulo,Alto,12.Apr.16,54630.38
100000203,Yvonne,Arnold,Feminino,40,São Paulo,Alto,12.Apr.16,60648.52
100000204,Fiona,Vance,Feminino,26,São Paulo,Alto,12.Apr.16,18894.19
100000205,Anna,Lee,Feminino,25,São Paulo,Médio,12.Apr.16,79603.36
100000206,Wanda,Short,Feminino,36,São Paulo,Alto,12.Apr.16,109026.81
100000207,Blake,Berry,Masculino,41,São Paulo,Alto,12.Apr.16,73998.37
100000208,Phil,Lewis,Masculino,39,São Paulo,Alto,12.Apr.16,3734.24
100000209,Christian,Sharp,Masculino,39,São Paulo,Médio,12.Apr.16,23322.33
200000210,Blake,Rutherford,Masculino,44,Rio de Janeiro,Médio,12.Apr.16,64482.16
100000211,Robert,Wright,Masculino,39,São Paulo,Alto,13.Apr.16,52505.16
100000212,Eric,North,Masculino,34,São Paulo,Alto,13.Apr.16,16569.82
100000213,Tracey,Grant,Feminino,29,São Paulo,Médio,13.Apr.16,21065.22
100000214,Faith,McDonald,Feminino,21,São Paulo,Baixo,13.Apr.16,13487.9
100000215,Alan,Murray,Masculino,39,São Paulo,Médio,13.Apr.16,34338.84
100000216,Nathan,Turner,Masculino,38,São Paulo,Alto,13.Apr.16,48146.54
100000217,Carolyn,Hart,Feminino,28,São Paulo,Alto,13.Apr.16,27008.87
100000218,Theresa,Grant,Feminino,29,São Paulo,Alto,14.Apr.16,29907.72
100000219,Alexander,Ince,Masculino,25,São Paulo,Alto,14.Apr.16,31660.86
100000220,Maria,Simpson,Feminino,38,São Paulo,Baixo,14.Apr.16,33509.17
100000221,Sally,Arnold,Feminino,45,São Paulo,Médio,14.Apr.16,2575.63
100000222,Jessica,Morrison,Feminino,33,São Paulo,Alto,14.Apr.16,4072.58
100000223,Lucas,Langdon,Masculino,32,São Paulo,Alto,14.Apr.16,15375.41
100000224,Christian,Baker,Masculino,43,São Paulo,Alto,14.Apr.16,18103.72
100000225,Piers,White,Masculino,31,São Paulo,Alto,14.Apr.16,63230.57
100000226,Gordon,Fraser,Masculino,40,São Paulo,Alto,14.Apr.16,9875.43
100000227,Connor,Gill,Masculino,29,São Paulo,Baixo,15.Apr.16,106172.13
100000228,Virginia,Howard,Feminino,37,São Paulo,Alto,15.Apr.16,4611.5
100000229,Yvonne,Johnston,Feminino,36,São Paulo,Alto,15.Apr.16,42635.27
100000230,Dan,Terry,Masculino,42,São Paulo,Alto,15.Apr.16,51923.76
100000231,Audrey,McGrath,Feminino,45,São Paulo,Alto,15.Apr.16,39249.25
100000232,Trevor,King,Masculino,41,São Paulo,Médio,15.Apr.16,57762.79
100000233,Stewart,Pullman,Masculino,42,São Paulo,Alto,16.Apr.16,63869.71
100000234,Brian,Mackay,Masculino,42,São Paulo,Alto,16.Apr.16,10199.66
100000235,Jessica,James,Feminino,40,São Paulo,Alto,16.Apr.16,47518.92
100000236,Carol,Blake,Feminino,43,São Paulo,Alto,16.Apr.16,25542.16
100000237,Alison,Hudson,Feminino,43,São Paulo,Alto,16.Apr.16,23887.45
300000238,Dorothy,Miller,Feminino,27,Belo Horizonte,Baixo,16.Apr.16,39264.03
100000239,Natalie,Welch,Feminino,35,São Paulo,Alto,17.Apr.16,11880.47
100000240,John,Baker,Masculino,32,São Paulo,Alto,17.Apr.16,50658.95
100000241,Oliver,Powell,Masculino,43,São Paulo,Alto,17.Apr.16,14946.79
100000242,Amanda,Rees,Feminino,34,São Paulo,Médio,17.Apr.16,57148.41
100000243,Paul,Davies,Masculino,47,São Paulo,Médio,17.Apr.16,116144.95
100000244,Brian,Short,Masculino,39,São Paulo,Alto,17.Apr.16,45135.16
100000245,Matt,Graham,Masculino,31,São Paulo,Alto,17.Apr.16,9867.56
100000246,Justin,Paterson,Masculino,30,São Paulo,Alto,17.Apr.16,4442.71
100000247,Claire,Dickens,Feminino,33,São Paulo,Alto,17.Apr.16,14380.27
100000248,James,Miller,Masculino,37,São Paulo,Alto,17.Apr.16,4263.53
100000249,Brandon,Bower,Masculino,43,São Paulo,Alto,17.Apr.16,32667.33
100000250,Amelia,Mathis,Feminino,30,São Paulo,Médio,17.Apr.16,13407.54
100000251,Fiona,Jones,Feminino,33,São Paulo,Alto,17.Apr.16,57127.03
100000252,Nicholas,Lyman,Masculino,30,São Paulo,Alto,17.Apr.16,74588.31
100000253,Lauren,Ball,Feminino,29,São Paulo,Alto,17.Apr.16,41237.66
100000254,Stewart,Rees,Masculino,34,São Paulo,Alto,17.Apr.16,20276.52
100000255,Diane,Henderson,Feminino,36,São Paulo,Médio,17.Apr.16,20379
200000256,Julian,Peake,Masculino,46,Rio de Janeiro,Médio,17.Apr.16,29487.25
200000257,Justin,Underwood,Masculino,36,Rio de Janeiro,Médio,17.Apr.16,79483.58
200000258,Owen,McGrath,Masculino,54,Rio de Janeiro,Baixo,17.Apr.16,2112.92
200000259,Alison,Taylor,Feminino,50,Rio de Janeiro,Baixo,17.Apr.16,18160.49
200000260,Harry,Walsh,Masculino,45,Rio de Janeiro,Médio,17.Apr.16,26059.74
200000261,Nathan,Howard,Masculino,47,Rio de Janeiro,Médio,17.Apr.16,19177.31
200000262,Zoe,Clarkson,Feminino,59,Rio de Janeiro,Baixo,17.Apr.16,23550.89
200000263,Gabrielle,Marshall,Feminino,41,Rio de Janeiro,Baixo,17.Apr.16,87758.52
200000264,Lily,Davies,Feminino,48,Rio de Janeiro,Baixo,17.Apr.16,10577.52
200000265,Tim,Sanderson,Masculino,52,Rio de Janeiro,Médio,17.Apr.16,45213.63
200000266,Karen,Oliver,Feminino,28,Rio de Janeiro,Baixo,17.Apr.16,13162.58
200000267,Luke,MacLeod,Masculino,55,Rio de Janeiro,Baixo,17.Apr.16,36993.45
300000268,James,Oliver,Masculino,28,Belo Horizonte,Médio,17.Apr.16,67180.28
300000269,Gabrielle,Powell,Feminino,42,Belo Horizonte,Baixo,17.Apr.16,44094.63
300000270,Heather,Black,Feminino,63,Belo Horizonte,Baixo,17.Apr.16,27020.99
300000271,Carl,Abraham,Masculino,30,Belo Horizonte,Alto,17.Apr.16,28912.8
400000272,Rose,Blake,Feminino,25,Vitória,Alto,17.Apr.16,48997.63
100000273,Jake,Skinner,Masculino,41,São Paulo,Alto,18.Apr.16,41250.67
100000274,Rose,Russell,Feminino,34,São Paulo,Baixo,18.Apr.16,111818.28
100000275,Victor,Avery,Masculino,42,São Paulo,Alto,19.Apr.16,10114.95
100000276,Brandon,Miller,Masculino,30,São Paulo,Médio,19.Apr.16,14034.12
100000277,Maria,Arnold,Feminino,37,São Paulo,Alto,19.Apr.16,57574.38
100000278,Irene,Vaughan,Feminino,30,São Paulo,Médio,19.Apr.16,71596.18
100000279,Blake,Alsop,Masculino,42,São Paulo,Alto,19.Apr.16,32187.62
100000280,Stephanie,Ogden,Feminino,31,São Paulo,Baixo,19.Apr.16,717.13
100000281,Sam,Parsons,Masculino,37,São Paulo,Médio,19.Apr.16,103875.81
100000282,Theresa,Marshall,Feminino,29,São Paulo,Alto,20.Apr.16,70403.65
100000283,Stephanie,Smith,Feminino,34,São Paulo,Alto,20.Apr.16,12559.26
100000284,Lily,Hughes,Feminino,30,São Paulo,Alto,20.Apr.16,7136.47
100000285,Matt,Black,Masculino,34,São Paulo,Alto,21.Apr.16,51792.13
100000286,Ruth,Lambert,Feminino,31,São Paulo,Baixo,21.Apr.16,96203.49
100000287,Peter,Lyman,Masculino,41,São Paulo,Alto,21.Apr.16,64731.46
100000288,Liam,King,Masculino,37,São Paulo,Alto,21.Apr.16,37857
100000289,Olivia,Peake,Feminino,32,São Paulo,Alto,22.Apr.16,51470.09
100000290,Joe,May,Masculino,40,São Paulo,Alto,22.Apr.16,70357.61
100000291,Wanda,Quinn,Feminino,21,São Paulo,Alto,22.Apr.16,5470.79
100000292,Karen,Glover,Feminino,40,São Paulo,Alto,22.Apr.16,25248.37
100000293,Nathan,Bond,Masculino,45,São Paulo,Baixo,22.Apr.16,65116.98
100000294,Brandon,Morgan,Masculino,27,São Paulo,Baixo,22.Apr.16,23668.42
200000295,Tim,Thomson,Masculino,45,Rio de Janeiro,Médio,22.Apr.16,16423.75
100000296,Penelope,Clarkson,Feminino,31,São Paulo,Alto,23.Apr.16,50533.23
100000297,Sophie,Thomson,Feminino,33,São Paulo,Alto,23.Apr.16,152.91
100000298,Anna,James,Feminino,26,São Paulo,Alto,23.Apr.16,14758.38
100000299,Zoe,Johnston,Feminino,40,São Paulo,Alto,23.Apr.16,14730.54
200000300,Owen,Smith,Masculino,53,Rio de Janeiro,Médio,23.Apr.16,64309.53
200000301,Joseph,Robertson,Masculino,41,Rio de Janeiro,Médio,23.Apr.16,99190.79
300000302,William,Wilkins,Masculino,30,Belo Horizonte,Médio,23.Apr.16,13597.9
100000303,Brian,Russell,Masculino,42,São Paulo,Médio,24.Apr.16,122903.78
100000304,Andrea,Jackson,Feminino,42,São Paulo,Alto,24.Apr.16,30474.69
100000305,Kevin,Springer,Masculino,29,São Paulo,Alto,24.Apr.16,8802.24
100000306,Phil,Grant,Masculino,32,São Paulo,Alto,24.Apr.16,60487.89
100000307,Adrian,Hill,Masculino,33,São Paulo,Médio,24.Apr.16,2457.4
100000308,John,Campbell,Masculino,43,São Paulo,Alto,24.Apr.16,33311.31
100000309,Alexander,Edmunds,Masculino,30,São Paulo,Alto,24.Apr.16,21296.27
100000310,Felicity,Hodges,Feminino,33,São Paulo,Alto,24.Apr.16,60876.78
100000311,Lucas,Avery,Masculino,30,São Paulo,Médio,25.Apr.16,26572.16
100000312,Blake,Hudson,Masculino,45,São Paulo,Médio,25.Apr.16,21150.98
100000313,Jessica,Piper,Feminino,40,São Paulo,Alto,26.Apr.16,65947.69
100000314,Nicola,Clarkson,Feminino,31,São Paulo,Alto,26.Apr.16,86849.17
100000315,Peter,Metcalfe,Masculino,27,São Paulo,Baixo,26.Apr.16,7336.33
